acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-2.4,-9.34,1.11,-0.18,0.1,0,RA
-2.37,-9.34,0.97,-0.01,0.05,-0.04,RA
-2.44,-9.5,0.66,-0.1,-0.04,0.03,RA
-2.3,-9.33,1,-0.09,0,0.02,RA
-3.01,-9.45,0.99,-0.15,-0.09,0.13,RA
-4.02,-9.31,1.17,-0.19,-0.35,0.63,RA
-6.85,-9.49,1.13,-0.5,-1.42,1,RA
-10.37,-9.85,-0.66,-1.06,-1.97,1.96,RA
-11.09,-9.65,-0.32,-1.64,-2.33,2.7,RA
-12.72,-10.01,-1.45,-1.65,-3.05,3.49,RA
-14.12,-10.07,-0.98,-1.37,-3.21,4.14,RA
-15.06,-9.95,-1.38,-1.39,-3.45,4.66,RA
-12.57,-9.11,-1.29,-1.38,-3.21,5.1,RA
-8.79,-6.95,-0.07,-1.9,-3.6,4.9,RA
-5.8,-4.74,1.1,-1.95,-4.57,4.42,RA
-3.73,-3.18,3.7,-1.69,-3.76,3.89,RA
-1.12,-2.2,4.47,-1.09,-2.78,3.21,RA
0.36,-1.95,5.01,-0.55,-2.09,2.67,RA
1.6,-2.04,5.01,-0.3,-1.89,1.52,RA
2.68,-1.19,7.22,-0.16,-0.46,1.01,RA
1.99,-0.41,7.22,0.19,-0.19,0.51,RA
1.1,0.07,8.53,-0.09,0.18,0.01,RA
1.09,1.22,8.94,-0.1,0.11,-0.09,RA
0.3,1.02,9.18,-0.02,0.34,-0.06,RA
0.34,1.07,8.99,-0.25,0.4,-0.18,RA
0.28,0.99,10.24,-0.32,0.18,-0.03,RA
0.24,0.61,9.88,-0.4,-0.11,-0.19,RA
0.13,0.91,10.48,-0.39,0.12,-0.21,RA
0.08,0.7,9.85,-0.14,-0.17,-0.14,RA
0.24,0.72,9.67,-0.33,-0.14,-0.16,RA
0.13,0.6,9.58,-0.17,0,-0.13,RA
0.06,0.56,9.85,-0.13,0.09,-0.11,RA
0.45,0.44,9.61,0.07,0.19,-0.05,RA
-0.04,0.51,9.6,-0.15,-0.03,-0.05,RA
0.16,0.47,10.07,-0.17,-0.15,-0.05,RA
-0.11,0.6,10,-0.07,0.09,0.01,RA
0.12,0.47,9.53,0.03,-0.05,0.04,RA
