acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-9.05,-3.38,-0.76,-0.01,-0.20,-0.24,JOG
-9.53,-2.16,-0.92,0.07,-0.14,-0.09,JOG
-11.52,-1.19,-1.98,0.40,0.01,-0.18,JOG
-10.27,-0.11,-2.92,0.21,0.36,-0.14,JOG
-7.56,1.16,-3.34,0.41,0.07,-0.29,JOG
-9.79,2.79,-6.28,-0.23,0.64,-0.82,JOG
-12.76,3.47,-11.04,-0.99,0.14,-0.12,JOG
-21.69,3.93,-15.25,-2.44,-0.50,0.66,JOG
-28.51,-2.00,-8.66,-4.52,0.20,3.51,JOG
-28.41,-10.88,-12.61,-3.37,-0.85,4.62,JOG
-11.27,-12.03,-4.21,-4.19,-0.55,4.88,JOG
1.60,-6.04,-1.11,-2.54,-0.73,2.50,JOG
3.87,-9.36,0.48,-1.10,-1.05,0.84,JOG
7.32,-11.72,2.12,-0.00,0.01,-0.26,JOG
10.57,-11.31,5.54,2.14,1.46,-1.97,JOG
-9.39,-10.20,12.16,3.28,-1.42,-3.62,JOG
-43.35,-7.57,-8.82,6.14,1.44,-4.83,JOG
-20.82,4.22,-17.92,4.41,1.51,-1.58,JOG
-10.58,7.57,-12.59,0.66,-2.36,0.30,JOG
-2.66,9.65,-13.88,0.72,0.39,-0.38,JOG
-0.13,9.46,-18.59,-2.29,1.09,0.37,JOG
-10.96,5.15,-11.68,-4.75,1.13,1.89,JOG
-31.57,7.00,-11.77,-4.41,-0.50,3.30,JOG
-35.99,-7.93,-10.24,-5.71,0.82,4.63,JOG
-5.10,-10.98,-0.57,-4.39,-0.71,3.30,JOG
5.60,-10.79,3.34,-2.69,-0.91,1.38,JOG
9.72,-12.59,3.32,0.25,0.64,-0.78,JOG
-0.45,-11.02,7.03,2.10,-0.13,-2.22,JOG
-9.30,-10.86,2.53,2.85,0.23,-4.15,JOG
-28.09,-0.01,-3.64,4.72,-1.94,-3.32,JOG
-29.99,6.97,-7.36,4.02,-0.12,-4.13,JOG
-11.64,8.64,-15.92,3.86,0.95,-0.93,JOG
-1.23,10.53,-14.91,-0.68,-1.10,-0.49,JOG
0.23,12.78,-14.18,0.09,1.78,-0.12,JOG
-21.43,9.19,-7.96,-4.96,1.17,2.91,JOG
-35.52,1.56,-21.00,-3.89,1.10,3.33,JOG
-24.65,-9.58,-5.37,-6.13,-1.50,4.87,JOG
-2.93,-9.73,0.00,-3.80,0.56,2.54,JOG
5.37,-10.99,1.36,-1.90,-0.67,0.91,JOG
12.76,-13.63,6.17,-0.28,1.82,-0.59,JOG
5.80,-16.44,4.69,2.77,-1.61,-2.58,JOG
-26.11,-9.84,13.76,5.35,-2.08,-5.01,JOG
-41.88,-4.42,-9.51,4.05,2.26,-5.62,JOG
-17.59,5.32,-11.64,5.15,-0.91,-2.49,JOG
-7.61,9.47,-18.81,1.60,1.22,-1.29,JOG
4.50,15.18,-12.98,-0.30,0.49,0.66,JOG
-11.42,8.18,-22.72,-2.63,1.23,0.83,JOG
-22.81,4.36,-12.85,-4.92,2.24,2.70,JOG
-50.66,-7.73,-19.09,-5.05,-1.95,4.55,JOG
-16.36,-10.18,1.46,-4.82,-0.11,5.03,JOG
3.86,-10.43,1.16,-3.33,0.42,2.63,JOG
5.42,-17.08,2.72,-1.69,-0.61,1.04,JOG
9.74,-15.80,8.72,1.07,1.15,-1.00,JOG
-2.60,-15.08,5.95,2.54,-0.23,-3.73,JOG
-28.10,-9.54,-2.98,6.23,-2.09,-6.07,JOG
-31.02,5.90,-4.63,3.64,0.10,-4.87,JOG
-22.12,6.82,-19.51,4.63,0.46,-3.00,JOG
-7.69,14.13,-12.46,0.24,0.55,0.45,JOG
-6.61,13.41,-19.10,0.57,1.18,0.22,JOG
-17.30,7.24,-11.58,-4.11,1.21,3.13,JOG
-43.74,3.27,-17.36,-3.40,-0.25,2.63,JOG
-24.79,-11.65,-3.19,-6.02,-0.32,5.66,JOG
0.58,-13.04,3.42,-3.53,-0.57,3.64,JOG
10.30,-16.22,-0.11,-1.17,0.40,1.04,JOG
9.58,-16.14,10.83,0.90,-0.03,-1.35,JOG
-5.62,-13.92,4.58,1.96,-0.32,-4.34,JOG
-23.95,-6.43,2.53,4.51,-1.24,-5.83,JOG
