acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-4.4,-8.17,1.49,-0.03,0.13,0.04,WAL
-4.57,-8.47,2.09,-0.02,0.08,0.06,WAL
-4.47,-8.57,1.83,0.18,0.38,-0.09,WAL
-4.16,-8.28,1.7,0.09,0.54,-0.22,WAL
-4.65,-9,1.9,0.25,0.18,-0.47,WAL
-4.52,-8.09,1.23,-0.01,0.06,-0.35,WAL
-4.7,-7.74,1.96,-0.02,-0.2,-0.37,WAL
-5.25,-8.28,1.64,0.04,-0.26,-0.34,WAL
-6.09,-8.17,1.61,-0.12,-0.19,-0.18,WAL
-6.36,-7.36,1.51,-0.39,-0.03,-0.01,WAL
-7.01,-7.69,1.19,-0.31,-0.51,0.32,WAL
-7.34,-8.2,1.39,-0.48,-0.33,0.45,WAL
-7.39,-7.57,0.59,-0.35,-0.3,0.76,WAL
-6.76,-8.14,1.35,-0.29,-0.17,1.04,WAL
-6.3,-8.89,0.52,-0.12,-0.24,0.99,WAL
-5.55,-8.57,0.49,-0.31,-0.35,1.02,WAL
-4.33,-8.15,0.93,-0.36,-0.57,1.09,WAL
-2.45,-8.12,0.72,-0.16,-0.16,0.82,WAL
-2.53,-8.7,0.75,0.09,0.2,0.09,WAL
-2.4,-8.04,0.74,0.25,0.43,-0.32,WAL
-3.84,-10.98,2.49,0.83,0.35,-0.77,WAL
-4.28,-9.54,0.38,0.7,1.44,-1.4,WAL
-6.9,-8.33,2.3,0.47,0.69,-1.45,WAL
-7.77,-8.39,1.53,0.01,-0.72,-1.07,WAL
-7.2,-6.01,1.62,-0.39,0.03,-1.25,WAL
-7.69,-5.74,1.97,-0.22,-0.16,-0.69,WAL
-8.14,-5.75,0.98,-0.06,0.21,-0.62,WAL
-7.96,-6.56,1.05,-0.15,-0.14,0,WAL
-8.32,-7.19,1.05,-0.32,0.01,0.31,WAL
-8.63,-9.44,1.93,-0.15,-0.33,0.85,WAL
-8.56,-10.86,1.13,-0.39,-0.11,1.1,WAL
-6.45,-9.01,2.06,-0.7,0.07,1.45,WAL
-4.45,-9.09,2.17,-0.58,-0.59,1.74,WAL
-3.3,-9.36,1.17,-0.15,-0.53,1.23,WAL
-2.13,-9.04,0.34,-0.22,-0.08,1.02,WAL
-1.48,-8.44,0.6,-0.05,-0.1,0.5,WAL
-1.41,-8.1,0.4,-0.07,0.3,-0.2,WAL
-2.74,-8.16,0.97,0.05,0.17,-0.77,WAL
-3.83,-9.32,1.77,0.38,-0.06,-1.07,WAL
-5.67,-10.36,2.02,0.38,0.33,-1.39,WAL
-6.43,-10.55,0.06,1.29,0.59,-1.73,WAL
-7.11,-8.17,0.55,-0.23,1.3,-1.6,WAL
-7.74,-8.43,1.92,0.17,-0.42,-0.86,WAL
-6.45,-7.03,0.91,-0.33,0.39,-1.15,WAL
-7.57,-6.1,1.58,-0.23,-0.23,-0.56,WAL
-7.44,-6.56,1.23,-0.29,-0.48,-0.35,WAL
-7.49,-6.14,1.73,-0.7,-0.65,0.24,WAL
-7.02,-6.52,2.2,-0.61,-0.69,0.66,WAL
-6.59,-7.34,1.29,-0.3,-0.37,1.02,WAL
-8.07,-12.24,2.96,0.06,-0.75,1.11,WAL
-7.4,-11.18,0,-0.79,-0.62,1.69,WAL
-5.61,-10.67,2.47,-0.33,-0.46,1.77,WAL
-3.55,-10.6,0.76,0.14,-0.53,1.98,WAL
-2.55,-8.93,0.63,-0.1,0.48,1.09,WAL
-1.6,-7.85,0.65,0.18,0.72,0.99,WAL
-1.41,-8.17,0.22,0.26,0.42,0.4,WAL
-0.86,-8.08,0.28,0.15,0.39,-0.34,WAL
-3.4,-9.16,0.51,0.12,-0.49,-1.16,WAL
-4.48,-9.56,1,-0.15,-0.8,-1.45,WAL
-6.45,-12.5,2.58,0.51,-0.47,-2.16,WAL
-7.15,-8.51,0.29,-0.26,0.57,-2.05,WAL
-8.25,-7.93,2.9,-0.14,0.45,-1.76,WAL
-7.7,-7.64,1.66,-0.1,0.11,-0.93,WAL
-7.99,-6.51,2.11,-0.19,0.32,-0.72,WAL
-7.44,-6.28,1.92,-0.05,0.24,-0.28,WAL
-8.27,-6.89,1.45,-0.2,-0.03,0.03,WAL
-7.25,-6.34,1.83,-0.44,0.1,0.62,WAL
-7.18,-7.85,2.01,-0.17,-0.29,1.1,WAL
-6.8,-8.81,1.61,-0.34,-0.01,1.25,WAL
-7.22,-12.62,3.61,0.17,-0.18,1.27,WAL
-6.21,-10.41,0.41,-0.46,-0.05,1.38,WAL
-4.07,-8.13,2.04,-0.39,0.29,1.38,WAL
