acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-5.51,-6.73,2.12,0.01,0.09,-0.31,WAL
-6.07,-6.55,1.87,0.02,0.02,-0.61,WAL
-6.47,-6.45,1.53,0.09,0.08,-0.74,WAL
-7.3,-6.33,1.35,-0.07,0.09,-0.78,WAL
-7.56,-6.25,1.44,-0.19,-0.12,-0.54,WAL
-7.92,-6.53,1.27,-0.33,-0.13,-0.36,WAL
-8.26,-6.86,1.72,-0.45,-0.22,-0.03,WAL
-8.64,-7.88,1.79,-0.43,-0.1,0.25,WAL
-8.46,-7.48,1.7,-0.51,-0.12,0.6,WAL
-7.59,-6.56,1.7,-0.63,-0.16,0.99,WAL
-7.17,-7.47,1.78,-0.6,-0.37,1.34,WAL
-6.56,-8.25,1.5,-0.61,-0.57,1.32,WAL
-5.98,-7.47,1.54,-0.52,-0.43,1.12,WAL
-5.88,-7.18,1.53,-0.32,-0.18,0.98,WAL
-5.17,-7.23,1.34,-0.16,0,0.83,WAL
-4.89,-7.53,1.41,-0.13,0.04,0.48,WAL
-4.56,-7.3,1.4,0.02,0.09,0.14,WAL
-5.2,-8.53,1.69,0.11,0.06,-0.41,WAL
-6.31,-9.06,2.12,0.19,0.1,-0.7,WAL
-5.47,-8.51,1.51,0.68,0.46,-1.25,WAL
-6.18,-6.29,0.93,0.76,1.15,-1.28,WAL
-6.85,-7.73,1.11,0.57,0.71,-1.22,WAL
-6.43,-6.56,0.81,0.35,0.52,-1.33,WAL
-7.01,-5.35,0.64,0.19,0.63,-1.07,WAL
-7.41,-6.2,1.13,-0.03,0.22,-0.84,WAL
-7.97,-6.28,1.26,0.11,0.42,-0.67,WAL
-8.32,-6.33,0.9,-0.07,0.28,-0.39,WAL
-9.05,-7.41,1.41,-0.26,0.01,0.01,WAL
-9.61,-9.24,1.72,-0.26,-0.08,0.34,WAL
-8.62,-6.95,1.08,-0.28,0.07,0.8,WAL
-7.48,-7.2,1.21,-0.41,-0.09,1.34,WAL
-6.86,-8.64,1.21,-0.55,-0.56,1.41,WAL
-6.3,-7.85,0.86,-0.5,-0.64,1.3,WAL
-5.74,-6.98,0.74,-0.43,-0.34,1.25,WAL
-5.57,-7.7,1.09,-0.24,-0.21,1.25,WAL
-4.32,-7.37,0.65,-0.14,-0.02,1.03,WAL
-4.17,-7.32,0.94,-0.09,0,0.52,WAL
-4.33,-7.88,1.01,0.03,0.02,0.02,WAL
-5.52,-8.69,1.31,0.09,0.05,-0.54,WAL
-5.61,-10.26,1.45,0.38,0.01,-1.11,WAL
-6.07,-6.03,0.13,0.27,0.54,-1.45,WAL
-6.49,-7.73,1.25,0.09,0.38,-1.18,WAL
-6.62,-7.86,1.39,0.1,0.15,-1.36,WAL
-6.52,-6.05,0.46,0.2,0.65,-1.3,WAL
-6.68,-6.37,1.3,0,0.22,-1.15,WAL
-7.35,-6.81,1.29,0.16,0.37,-1.21,WAL
-8.28,-6.33,0.88,0.04,0.23,-0.94,WAL
-8.97,-7.58,1.37,-0.11,0.04,-0.56,WAL
-9.42,-8.21,1.73,-0.18,-0.1,-0.15,WAL
-9.31,-7.98,1.25,-0.11,0.09,0.25,WAL
-8.36,-6.37,1.06,-0.22,0,0.97,WAL
-7.37,-8.32,1.19,-0.21,-0.27,1.41,WAL
-6.98,-8.42,0.87,-0.29,-0.53,1.44,WAL
-6.05,-7.35,0.3,-0.27,-0.47,1.55,WAL
-5.55,-7.52,0.54,-0.19,-0.18,1.5,WAL
-4.99,-8.06,0.44,-0.2,-0.16,1.37,WAL
-4.61,-7.63,0.38,-0.14,-0.14,1,WAL
-4.48,-8.05,0.68,-0.08,-0.08,0.64,WAL
-4.98,-8.47,0.96,0.06,0.03,0.13,WAL
-5.72,-10.22,1.67,0.21,0.04,-0.32,WAL
-5.45,-6.93,0.65,0.17,0.24,-0.85,WAL
-5.44,-7.17,1.04,0.16,0.48,-0.87,WAL
-6.05,-8.01,1.39,-0.11,0.01,-1.12,WAL
-5.67,-6.35,0.89,-0.06,0.21,-1.33,WAL
-6.13,-6.19,1.45,-0.06,0.16,-1.36,WAL
-7.04,-7.25,1.35,0.07,0.02,-1.45,WAL
-7.94,-6.79,1.19,0.1,0.31,-1.46,WAL
-8.78,-7.09,1.2,-0.03,0.18,-1.07,WAL
-9.42,-7.69,1.5,-0.12,-0.07,-0.74,WAL
-10.75,-9.3,1.75,-0.06,-0.08,-0.24,WAL
-9.27,-6.07,0.92,-0.12,0.13,0.58,WAL
-7.75,-7.46,1.32,-0.24,-0.17,1.3,WAL
-7.16,-8.24,0.96,-0.47,-0.78,1.37,WAL
