acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-5.81,-8.46,5.04,-0.46,-0.21,0.5,WAL
-5.08,-10.49,3.31,0.92,-0.72,1.21,WAL
-4.48,-11.95,2.48,1.14,-0.83,1.72,WAL
-3.3,-10.69,2.2,0.5,-0.72,1.77,WAL
-2.32,-8.19,2.3,0.07,-0.59,1.86,WAL
-1.61,-7.6,2.1,0.35,-1.03,1.89,WAL
-1.01,-8.29,1.73,0.66,-0.73,1.69,WAL
-1.15,-10.59,2.32,1.06,-0.57,1.15,WAL
-0.64,-11.53,2,0.5,-0.41,0.55,WAL
-0.56,-10.88,2.62,-0.38,-0.09,-0.2,WAL
-0.67,-9.96,2.84,-1.26,0.4,-0.79,WAL
-1.57,-10.85,3.84,-0.77,0.1,-1.21,WAL
-1.36,-9.81,3.51,-1.28,0.29,-1.36,WAL
-1.15,-8.64,3.53,-1.35,1.16,-1.76,WAL
-1.97,-7.07,3.57,-0.87,2.2,-2.05,WAL
-3.23,-8.13,3.62,0.43,2.18,-2.04,WAL
-6.33,-8.39,4.02,-0.23,0.95,-1.66,WAL
-6.38,-10.66,5.01,-0.14,0.55,-0.85,WAL
-6.49,-10.37,4.05,-0.37,0.47,-0.42,WAL
-5.37,-9.23,3.84,-0.85,0.29,-0.08,WAL
-5.95,-9.66,2.98,-0.73,-1.42,0.64,WAL
-4.51,-11.03,2.58,0.3,-1.75,1.39,WAL
-3.75,-11.14,1.83,0.97,-1.28,1.64,WAL
-2.88,-9.9,1.49,1.05,-0.67,1.98,WAL
-2.26,-8.68,2.19,0.89,-0.23,1.9,WAL
-1.61,-7.84,1.74,0.77,-0.23,1.93,WAL
-1.5,-8.24,2.18,0.56,-0.49,1.53,WAL
-1.53,-9.8,2.24,0.59,-0.63,1.12,WAL
-0.82,-10.58,2.44,0.37,-0.2,0.6,WAL
-1.06,-10.28,3.33,-0.42,0.3,-0.43,WAL
-2,-11.55,2.4,-0.45,-0.18,-0.6,WAL
-1.19,-11.64,3.59,-0.69,0.02,-1.29,WAL
-1.92,-9.03,2.57,-1.5,0.54,-2.05,WAL
-2.17,-7.95,3.05,-1.29,1.28,-2,WAL
-3.42,-8.31,3.28,-0.76,1.18,-1.81,WAL
-4.15,-8.14,3.8,-0.67,0.88,-1.68,WAL
-5.15,-9.35,4.69,-0.46,0.3,-1.13,WAL
-5.15,-10.17,4.62,-0.02,0.37,-0.78,WAL
-5.16,-9.23,3.98,-0.12,0.63,-0.6,WAL
-4.65,-9.59,4.55,0.18,0.66,-0.42,WAL
-4.98,-11.07,3.46,0.37,-0.66,0.18,WAL
-3.45,-10.65,3.13,0.39,-0.89,1.25,WAL
-2.4,-10.24,2.13,0.82,-0.23,1.46,WAL
-2.06,-8.32,1.39,0.32,0.3,1.49,WAL
-2.23,-7.34,2,-0.05,-0.09,1.4,WAL
-2.1,-8.05,1.86,0.18,-0.58,1.4,WAL
-1.99,-8.66,2.04,0.23,-0.63,1.25,WAL
-2.34,-9.93,2.43,0.48,-0.75,0.95,WAL
-1.74,-11.09,2.88,0.56,-0.5,0.76,WAL
-1.93,-11.56,3.59,0.1,-0.11,-0.11,WAL
-1.51,-9.3,3.03,-0.88,0.11,-0.2,WAL
-1.46,-10.62,4.3,-0.23,0.09,-0.6,WAL
-1.77,-9.2,2.9,-0.6,0.44,-0.92,WAL
-1.19,-8,3.09,-0.76,0.8,-1.01,WAL
-1.67,-7.08,2.86,-0.62,0.66,-1.39,WAL
-2.54,-7.07,3.27,-0.81,-0.21,-1.18,WAL
-3.58,-8.34,3.69,-0.71,-0.71,-1.1,WAL
-4.47,-10.23,4.61,-0.49,-0.36,-0.87,WAL
-5.07,-10.58,4.38,-0.07,0.16,-0.68,WAL
-3.75,-9.14,4.69,-0.46,1.05,-0.26,WAL
-4.45,-10.14,4.55,0.26,0.38,-0.43,WAL
-5.83,-10.36,3.63,0.39,-1.04,0.12,WAL
-4.24,-9.94,4.05,0.27,-1.41,1.35,WAL
-2.87,-9.11,3.02,0.73,-0.96,1.62,WAL
-2.34,-7.86,2.59,0.42,-0.44,1.63,WAL
-2.08,-7.54,2.7,0.56,-0.37,1.52,WAL
-2.17,-8.48,2.58,0.79,-0.34,1.3,WAL
-2.17,-9.08,2.46,0.69,-0.1,1.08,WAL
-2.14,-10.86,2.87,0.98,0.11,0.63,WAL
-1.54,-9.99,2.67,0.29,0.21,0.13,WAL
-1.27,-8.38,3.1,-0.71,0.07,-0.37,WAL
-1.92,-10.18,3.78,-0.58,-0.15,-0.64,WAL
-1.57,-10.26,3.53,-0.58,0.1,-0.82,WAL
-1.47,-8.7,3.87,-1.67,0.52,-1.29,WAL
-1.69,-7.92,3.66,-1.14,0.68,-1.54,WAL
-2.38,-8.34,3.48,-0.63,0.78,-1.65,WAL
-2.73,-8.23,3.83,-0.76,0.64,-1.51,WAL
-3.41,-8.59,4.15,-0.53,0.31,-1.08,WAL
-4.23,-10.63,4.8,0.18,0.07,-0.81,WAL
-4.31,-10.3,3.72,0.14,0.3,-0.55,WAL
-3.98,-9.01,3.75,-0.26,0.34,-0.3,WAL
-4.7,-8.51,5.14,-0.77,-0.98,0.37,WAL
-3.94,-10.6,3.6,0.86,-1.65,1.07,WAL
-3.6,-11.2,2.85,1.06,-0.83,1.41,WAL
-2.76,-9.75,2.59,0.57,-0.27,1.54,WAL
-2.21,-7.9,2.55,0.37,0.12,1.49,WAL
-2.24,-7.55,2.39,0.63,0.08,1.55,WAL
-2.13,-8.48,2.73,0.98,-0.05,1.61,WAL
-2.2,-10.63,3.02,1.45,-0.31,1.39,WAL
-1.87,-9.85,2.66,0.8,-0.14,0.85,WAL
-1.16,-9.23,4.18,-0.45,0.09,0.31,WAL
-1.18,-7.14,2.6,-0.77,-0.33,-0.48,WAL
-1.49,-10.05,5.01,-0.89,-0.69,-0.71,WAL
-2.32,-10.11,4.83,-1.2,-0.69,-1.08,WAL
-2.86,-9.23,4.66,-1.4,-0.23,-1.07,WAL
-2.38,-8.53,4.09,-0.91,0.55,-0.69,WAL
-2.45,-8.59,3.71,-1.08,1.35,-0.79,WAL
-1.9,-7.64,3.54,-0.62,0.76,-0.84,WAL
-2.29,-8.03,3.67,-0.62,1.02,-1.12,WAL
-3.35,-8.44,3.83,-0.75,1.18,-1.44,WAL
-4.16,-8.58,4.18,-0.68,0.86,-1.05,WAL
