acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-7.34,-6.354,0.44,-0.04,0.009,-0.048,FALL
-7.423,-6.259,0.452,-0.018,-0.051,-0.046,FALL
-7.448,-6.35,0.377,0.031,0.028,0.027,FALL
-7.423,-6.278,0.501,-0.035,0.054,0.016,FALL
-7.34,-6.309,0.491,0.047,-0.047,0.003,FALL
-7.163,-6.312,0.418,0.051,0.018,0.009,FALL
-7.279,-6.382,0.503,0.054,-0.004,-0.054,FALL
-7.316,-6.397,0.536,0.042,-0.027,0.022,FALL
-7.614,-6.343,0.485,0.002,0.009,-0.054,FALL
-7.412,-6.327,0.503,-0.035,0.007,0.03,FALL
-7.345,-6.398,0.266,-0.019,0.036,-0.004,FALL
-7.391,-6.293,0.418,0.011,0.036,0.013,FALL
-7.199,-6.334,0.434,-0.047,0.044,-0.029,FALL
-7.575,-6.264,0.363,-0.013,-0.034,-0.067,FALL
-7.301,-6.303,0.291,-0.031,0.04,-0.018,FALL
-7.368,-6.502,0.441,-0.014,-0.049,-0.101,FALL
-7.211,-6.239,0.406,0.014,-0.025,0.043,FALL
-7.245,-6.451,0.573,-0.03,0.025,0.027,FALL
-7.315,-6.549,0.475,0.022,0.013,-0.022,FALL
-7.55,-6.203,0.555,0.018,-0.011,0.059,FALL
-7.547,-6.487,0.579,0.01,-0.004,0.006,FALL
-7.374,-6.575,0.429,0.013,0.029,0.025,FALL
-7.287,-6.542,0.369,0.055,-0.014,-0.049,FALL
-7.452,-6.294,0.481,-0.02,0.017,0.009,FALL
-7.522,-6.354,0.667,-0.051,0.032,-0.045,FALL
-7.186,-6.332,0.493,-0.005,-0.044,0.076,FALL
-7.282,-6.379,0.344,-0.021,-0.01,-0.029,FALL
-7.425,-6.222,0.699,-0.048,0.03,-0.099,FALL
-7.322,-6.416,0.412,-0.018,-0.019,0.003,FALL
-7.227,-6.25,0.688,-0.064,-0.051,0.015,FALL
-7.192,-6.27,0.395,-0.012,0.044,0.01,FALL
-7.129,-6.441,0.648,0.026,0.053,0.015,FALL
-7.362,-6.454,0.38,-0.032,0.039,-0.047,FALL
-7.277,-6.361,0.511,-0.033,-0.002,-0.068,FALL
-7.247,-6.337,0.465,0.049,0.011,0.017,FALL
-7.35,-6.248,0.453,-0.052,-0.053,0.061,FALL
-7.45,-6.465,0.693,0.08,0.073,-0.003,FALL
-7.403,-6.208,0.83,0.028,0.028,-0.009,FALL
-7.413,-6.325,0.526,-0.033,-0.0,-0.02,FALL
-7.329,-6.222,0.709,-0.05,-0.026,-0.032,FALL
-7.278,-6.275,0.479,0.002,0.002,0.039,FALL
-7.082,-6.17,0.666,-0.016,0.002,-0.035,FALL
-7.321,-6.39,0.645,0.022,0.06,-0.01,FALL
-7.276,-6.294,0.589,0.065,0.021,-0.054,FALL
-7.245,-6.366,0.372,0.01,0.013,-0.061,FALL
-7.358,-6.243,0.339,-0.029,-0.025,0.032,FALL
-7.279,-6.453,0.555,-0.022,-0.03,0.025,FALL
-7.278,-6.225,0.414,-0.024,-0.013,-0.014,FALL
-7.253,-6.418,0.444,-0.045,-0.008,-0.017,FALL
-7.07,-6.144,0.686,-0.018,-0.057,0.046,FALL
-7.437,-6.121,0.738,0.025,0.004,-0.024,FALL
-7.295,-6.371,0.422,0.025,-0.117,-0.04,FALL
-7.345,-6.408,0.597,0.061,0.004,0.049,FALL
-7.283,-6.27,0.426,0.164,-0.06,0.026,FALL
-7.152,-6.596,0.505,0.221,-0.038,0.085,FALL
-7.199,-6.402,0.61,0.31,-0.216,0.121,FALL
-7.159,-6.383,0.591,0.331,-0.156,0.202,FALL
-6.738,-6.647,0.745,0.534,-0.344,0.321,FALL
-6.527,-6.576,0.719,0.758,-0.602,0.423,FALL
-6.47,-6.879,0.973,1.013,-0.746,0.548,FALL
-6.347,-7.044,0.893,1.277,-0.999,0.742,FALL
-5.983,-7.229,1.25,1.784,-1.366,0.992,FALL
-5.76,-7.578,1.181,2.218,-1.654,1.279,FALL
-5.419,-7.89,1.617,2.81,-2.066,1.469,FALL
-5.043,-8.1,1.619,3.366,-2.363,1.846,FALL
-4.465,-8.526,1.76,3.85,-2.816,2.147,FALL
-4.228,-8.897,2.022,4.463,-3.218,2.395,FALL
-3.868,-8.909,2.145,4.879,-3.552,2.6,FALL
-3.589,-9.063,2.379,5.182,-3.764,2.911,FALL
-3.354,-9.381,2.473,5.366,-3.934,2.931,FALL
-3.451,-9.403,2.761,5.485,-4.009,2.999,FALL
-3.287,-9.152,2.443,5.48,-3.952,2.976,FALL
-3.697,-9.174,2.474,5.214,-3.849,2.9,FALL
-4.093,-9.087,2.221,4.841,-3.599,2.672,FALL
-4.027,-8.51,2.247,4.453,-3.184,2.501,FALL
-4.45,-8.315,1.769,3.916,-2.868,2.162,FALL
-5.031,-8.143,1.802,3.343,-2.424,1.811,FALL
-5.362,-7.852,1.325,2.77,-2.067,1.39,FALL
-5.789,-7.717,1.298,2.21,-1.63,1.287,FALL
-5.979,-7.244,1.345,1.87,-1.405,0.944,FALL
-6.136,-7.246,1.317,1.722,-1.239,0.836,FALL
-5.831,-7.614,2.106,1.972,-1.419,1.033,FALL
-4.768,-8.287,3.477,2.986,-2.283,1.72,FALL
-2.559,-9.865,6.113,5.274,-3.919,3.08,FALL
0.122,-12.092,9.72,8.214,-6.205,4.836,FALL
2.74,-13.619,13.289,11.028,-8.25,6.392,FALL
3.794,-14.616,14.565,12.083,-9.169,7.094,FALL
